Initial Setting;number of classes;Number of attributes;Number of references;Max hierarchical concatenation;Max DIT;Maintainability;Understandability;Complexity;Reusability;
http://www.ExprDemo.expr;51.0;62.0;9.0;5.0;4.0;26.2;2.862745;5.8627453;0.38793105;
http://www.emftext.org/language/simplemath;8.0;8.0;6.0;1.0;1.0;4.8;1.875;1.875;0.33333334;
http://www.emftext.org/language/UseCaseInvariant;5.0;6.0;5.0;1.0;0.0;3.4;1.4;16.4;0.42105263;
www.chw-thesis-WS09.de/metaphor;6.0;5.0;14.0;2.0;1.0;5.6;2.1666667;11.166667;0.6415094;
http://www.eclipse.org/Java5;97.0;152.0;39.0;5.0;3.0;59.2;3.2886598;83.28866;0.4315476;
http://www.eclipselabs.org/emftriple/result;3.0;2.0;0.0;1.0;1.0;1.4;1.6666666;1.6666666;0.0;
http://www.earthsystemcurator.org/nuopc;18.0;27.0;51.0;0.0;1.0;19.4;1.0;51.0;0.0;
http://sitac/1.0;33.0;26.0;36.0;4.0;3.0;20.4;1.9090909;12.909091;0.34736842;
http://eclectic.org/streamdesc;8.0;8.0;9.0;1.0;1.0;5.4;1.375;5.375;0.15;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/secondarytablehibernate;1.0;0.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;
http://www.emftext.org/language/simplegui;7.0;2.0;2.0;2.0;0.0;2.6;2.142857;7.142857;0.7777778;
http:///org.eclipse.emf.test.models/Customer;7.0;6.0;15.0;1.0;2.0;6.2;1.2857143;1.2857143;0.16;
http://melanee.org/PLM;25.0;23.0;33.0;5.0;2.0;17.6;3.24;18.24;0.6923077;
xmas;7.0;8.0;8.0;1.0;1.0;5.0;1.4285715;18.428572;0.15789473;
StaticScript.espringe;90.0;71.0;5.0;4.0;3.0;34.6;2.4777777;5.4777775;0.2;
http://www.eclipse.org/emf/2011/101companies;3.0;4.0;7.0;0.0;2.0;3.2;1.0;1.0;0.0;
http://www.amcl.tuc.gr/aseme/metamodels/SRM;4.0;6.0;5.0;0.0;1.0;3.2;1.0;4.0;0.0;
http://www.collectionspro.eu/jam/mm;27.0;39.0;8.0;5.0;2.0;16.2;2.6666667;58.666664;0.3561644;
http://www.itu.dk/ecdar/text/EcdarText;89.0;131.0;23.0;2.0;4.0;49.8;1.7865169;6.786517;0.025316456;
http://www.osgi.org/xmlns/scr/v1.1.0;7.0;6.0;25.0;0.0;1.0;7.8;1.0;1.0;0.0;
http://www.eclipse.org/sketch;2.0;1.0;7.0;0.0;1.0;2.2;1.0;1.0;0.0;
http://www.unidue.de/ecg/dialogScript/DialogScript;33.0;42.0;28.0;3.0;5.0;22.2;1.3333334;8.333333;0.04109589;
http://www.kermeta.org/kermeta/2_1_0/;91.0;123.0;52.0;7.0;5.0;55.6;4.285714;116.28571;0.7073579;
http://eclectic.org/frontend/scriptL;11.0;1.0;0.0;1.0;1.0;2.8;1.0909091;1.0909091;0.0;
http://eclectic.org/apidesc;23.0;18.0;24.0;2.0;2.0;13.8;1.7391304;5.7391305;0.4;
OO_concept;16.0;12.0;3.0;5.0;2.0;7.6;2.8125;12.8125;0.7413793;
http://www.thalesgroup.com/openflexo/emf/model/city2;5.0;2.0;5.0;1.0;1.0;2.8;1.4;1.4;0.22222222;
http://org/ai4fm/proofprocess/v1.0.0.11;16.0;21.0;8.0;1.0;3.0;9.8;1.25;4.25;0.121212125;
aspectualacme;15.0;14.0;5.0;2.0;2.0;7.6;2.0;11.0;0.55813956;
http://www.csail.org/genesis/Genesis;9.0;8.0;4.0;1.0;3.0;5.0;1.3333334;1.3333334;0.2;
http://www.ai.sri.com/AML;39.0;124.0;141.0;0.0;3.0;61.4;1.0;1.0;0.0;
http://model.shared.league.poker.fhsoft.cz/v1;16.0;20.0;42.0;3.0;1.0;16.4;2.8125;43.8125;0.38613862;
http://www.example.org/InfoSystem;5.0;0.0;23.0;0.0;0.0;5.6;1.0;1.0;0.0;
http://www.eclipse.org/amp/amf/abase/ABase;5.0;0.0;4.0;1.0;0.0;2.0;1.8;1.8;0.0;
http://spray.eclipselabs.org/examples/Erdiagram;18.0;13.0;13.0;2.0;1.0;9.4;2.2777777;14.277778;0.21212122;
http:///org/eclipse/wst/xml/vex/core/internal/validator.ecore;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;NaN;
platform:/resource/Collaviz/model/Collaviz/collaviz.ecore;13.0;15.0;14.0;3.0;3.0;9.6;2.2307692;10.230769;0.61333334;
org.amma.dsl.jdt.core;116.0;179.0;71.0;4.0;3.0;74.6;2.8965516;17.896551;0.44812363;
http://die/1.0;5.0;4.0;7.0;0.0;2.0;3.6;1.0;1.0;0.0;
http://www.eclipse.org/hyades/schema/Sensor.xsd;9.0;8.0;19.0;1.0;1.0;7.6;1.4444444;1.4444444;0.20588236;
http://www.xtypes.it/example/fj/FJ;22.0;21.0;8.0;3.0;3.0;11.4;2.1818182;9.181818;0.121212125;
http://www.opengis.net/wcs;83.0;145.0;147.0;5.0;6.0;77.2;1.9277109;1.9277109;0.36933047;
http://emfgenbug/1.0;3.0;0.0;0.0;0.0;0.0;0.6;1.0;1.0;NaN;
http://OpenCMS/1.0;27.0;4.0;11.0;1.0;2.0;9.0;1.8148148;1.8148148;0.7457627;
https://github.com/moonpower/bundle-properties-editor.git;8.0;9.0;9.0;1.0;2.0;5.8;1.375;3.375;0.4;
http://www.emftext.org/language/threevaluedlogic;6.0;4.0;2.0;1.0;1.0;2.8;1.8333334;1.8333334;0.45454547;
http://irit.fr/timeline;8.0;1.0;7.0;1.0;1.0;3.6;1.625;1.625;0.11111111;
http://knowledge/1.0;8.0;5.0;4.0;2.0;1.0;4.0;1.875;3.875;0.5263158;
http://www.esito.no/no/esito/genova/appmodel.ecore;5.0;6.0;6.0;0.0;2.0;3.8;1.0;2.0;0.0;
http://www.emftext.org/functions;7.0;8.0;7.0;2.0;1.0;5.0;2.2857144;11.285714;0.44444445;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/transent;2.0;1.0;2.0;0.0;1.0;1.2;1.0;1.0;0.0;
http://www.eclipse.org/papyrus/properties/uml/languagePreferences;3.0;4.0;2.0;0.0;2.0;2.2;1.0;3.0;0.0;
http://emftext.org/n3_turtle;28.0;16.0;4.0;3.0;2.0;10.6;2.4285715;2.4285715;0.0;
http://bibtexml.sf.net/;18.0;33.0;227.0;1.0;1.0;56.0;1.0555556;1.0555556;0.05109489;
http://inf.mit.bme.hu/donat/incquery-deps/cp3model;7.0;10.0;3.0;1.0;2.0;4.6;1.5714285;21.571428;0.3809524;
http://www.openapplications.org/oagis/9/unqualifieddatatypes/1.1;12.0;0.0;59.0;0.0;0.0;14.2;1.0;1.0;0.0;
http://art;42.0;38.0;17.0;4.0;6.0;21.4;2.6904762;31.690475;0.54545456;
http://www.emftext.org/language/pl0;25.0;27.0;9.0;1.0;2.0;12.8;1.56;10.559999;0.1;
dk.itu.oclExamples;3.0;4.0;2.0;0.0;0.0;1.8;1.0;11.0;0.0;
http://CellAutomata.istic.fr/DataType;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;NaN;
http://www.bonitasoft.org/studio/condition/ConditionModel;17.0;5.0;4.0;1.0;1.0;5.6;1.7647059;2.764706;0.6086956;
http://www.eclipse.org/projects/xml/iplog;9.0;12.0;32.0;0.0;1.0;10.8;1.0;1.0;0.0;
http://iec.ch/TC57/2009/CIM-schema-cim14?profile=http://iec.ch/TC57/2007/profile;61.0;70.0;167.0;7.0;0.0;61.0;4.377049;214.37704;0.7077682;
urn:es.um.ssdd.uForth;6.0;3.0;4.0;1.0;1.0;3.0;1.5;1.5;0.0;
http:///org/eclipse/tigerstripe/dependencies.ecore;11.0;16.0;19.0;1.0;2.0;9.8;1.1818181;12.181818;0.2857143;
http://www.example.org/build/hello/Hello;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;
http://LexGrid.org/schema/2009/01/LexGrid/builtins;1.0;0.0;2.0;0.0;0.0;0.6;1.0;1.0;0.0;
http://Trust/1.0;4.0;3.0;4.0;0.0;3.0;2.8;1.0;1.0;0.0;
http://metaabm.org/structure;89.0;62.0;49.0;7.0;2.0;41.8;4.9101124;100.91011;0.87343216;
http://www.postfinance.ch/zvis/oot/enumliterals2/Enumliterals2;2.0;1.0;5.0;0.0;1.0;1.8;1.0;1.0;0.0;
platform:/resource/Thesis%20EMF/model/powrmart.xsd;94.0;256.0;500.0;1.0;5.0;171.2;1.0106384;1.0106384;0.001321004;
http://www.acml.tuc.gr/aseme/metamodels/AIP;3.0;3.0;5.0;0.0;1.0;2.4;1.0;2.0;0.0;
http:///org/eclipse/dltk/tcl/ast.ecore;24.0;21.0;34.0;3.0;2.0;16.8;2.0;7.0;0.375;
http://eclipselabs.org/mlang/js;4.0;4.0;2.0;3.0;1.0;2.8;1.75;7.75;0.4;
http://deftproject.org/parametercheck;8.0;9.0;9.0;1.0;2.0;5.8;1.25;12.25;0.0;
http://modembed.hu/;34.0;24.0;11.0;5.0;4.0;15.6;3.7058823;13.705882;0.5138889;
http://www.soluvas.org/schema/newsletter/1.1;1.0;0.0;3.0;0.0;0.0;0.8;1.0;1.0;0.0;
http://automotive-his.de/200706/rif;40.0;48.0;32.0;3.0;3.0;25.2;2.775;34.775;0.6475771;
http://www.obeo.fr/performance/1.0.0;9.0;7.0;8.0;1.0;1.0;5.2;1.3333334;1.3333334;0.16666667;
http://www.xtext.org/AthenaDSL;44.0;55.0;60.0;2.0;5.0;33.2;1.3863636;24.386364;0.08730159;
platform:/resource/www-modeling-mdt-ocl/docs/publications/EclipseOMG2012/ABC.oclinecore;3.0;0.0;0.0;2.0;0.0;1.0;2.0;2.0;NaN;
uml_20_to_21_triggersToEvents;9.0;4.0;0.0;1.0;3.0;3.4;1.5555556;2.5555556;0.0;
http://www.istic.fr/idm/cellularautomata/vm;2.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;
http://www.amcl.tuc.gr/aseme/metamodels/SAG;3.0;5.0;3.0;0.0;2.0;2.6;1.0;8.0;0.0;
http://www.eclipse.org/examples/gmf/taipan_original;14.0;15.0;9.0;1.0;4.0;8.6;1.5714285;13.571428;0.25;
http://torusfw.org/xpl/manager.ecore;5.0;3.0;9.0;1.0;1.0;3.8;1.2;4.2;0.2;
http://www.fluxit.com.ar/jqa/schema/rulescontext;21.0;13.0;12.0;2.0;2.0;10.0;2.142857;2.142857;0.41860464;
http://BlankModel/LRBAC;10.0;22.0;9.0;1.0;0.0;8.4;1.3;67.3;0.0882353;
http:///org/isistan/flabot/coremodel.ecore;57.0;114.0;48.0;8.0;6.0;46.6;2.877193;128.8772;0.4723127;
http://model/1.0;2.0;1.0;5.0;0.0;1.0;1.8;1.0;1.0;0.0;
http://plamodel/1.0;20.0;18.0;14.0;2.0;2.0;11.2;1.85;14.85;0.15789473;
http://www.soyatec.com/TSC/CMEngine;21.0;54.0;13.0;1.0;4.0;18.6;1.3333334;95.33333;0.27173913;
http://diagramaclases/1.0;7.0;9.0;9.0;1.0;2.0;5.6;1.8571428;13.857142;0.25;
http://coffeeshop.com/schema;10.0;13.0;14.0;0.0;2.0;7.8;1.0;5.0;0.0;
http://www.w3.org/ns/ws-policy;7.0;16.0;20.0;1.0;1.0;9.0;1.1428572;1.1428572;0.14285715;
http://knowitallservice/1.0;1.0;0.0;2.0;0.0;0.0;0.6;1.0;1.0;0.0;
https://github.com/agacek/jkind-xtext;30.0;35.0;12.0;1.0;3.0;16.2;1.6333333;9.633333;0.078431375;
http://www.emftext.org/language/timedAutomata;85.0;114.0;25.0;5.0;2.0;46.2;2.282353;111.28236;0.43951613;
http:///uk/ac/ed/inf/pepa/emf.ecore;22.0;19.0;6.0;3.0;1.0;10.2;2.0;2.0;0.19354838;
http://www.uni-augsburg.de/pvs/MAF/project;22.0;21.0;42.0;3.0;2.0;18.0;2.909091;8.909091;0.2125;
http://www.earthsystemcurator.org/cupid/sidl;9.0;14.0;8.0;1.0;4.0;7.2;1.2222222;18.222221;0.0;
petri_nets;4.0;3.0;2.0;1.0;1.0;2.2;1.5;3.5;0.2857143;
http://www.emftext.org/language/textadventure;8.0;5.0;4.0;2.0;2.0;4.2;1.875;4.875;0.35714287;
http://www.robotoworks.com/mechanoid/db/SqliteModel;92.0;107.0;67.0;2.0;3.0;54.2;1.7282609;21.72826;0.069518715;
http://www.irisa.fr/cairn/model/Mathematica;8.0;2.0;9.0;2.0;1.0;4.4;2.375;2.375;0.0;
http:///de.vogella.docs.web.modell/vogella.ecore;5.0;4.0;18.0;0.0;4.0;6.2;1.0;1.0;0.0;
http://emf-rest.com/Example;10.0;7.0;5.0;2.0;1.0;5.0;1.9;16.9;0.53846157;
http://www.jboss.org/drools/epn/model;39.0;74.0;24.0;6.0;3.0;29.2;2.974359;67.97436;0.593361;
http://automotive-his.de/200807/rif;45.0;55.0;30.0;3.0;5.0;27.6;2.6444445;32.644444;0.6487603;
http://www.rogueai.com/janki/card/lang/CardTemplate;3.0;3.0;4.0;0.0;2.0;2.4;1.0;1.0;0.0;
http:///gov/redhawk/eclipsecorba/idl.expressions.ecore;50.0;33.0;35.0;12.0;2.0;26.4;4.6;15.6;0.8242894;
http://hExample_6_LHS;4.0;5.0;3.0;0.0;2.0;2.8;1.0;2.0;0.0;
http://www.innoq.com/dtdsl;3.0;0.0;4.0;1.0;0.0;1.6;1.6666666;1.6666666;0.33333334;
http://www.oiloftrop.de/interior/planning/InteriorPlanningLang;16.0;16.0;29.0;1.0;2.0;12.8;1.25;4.25;0.04255319;
http://dsltrans/2.0;47.0;32.0;20.0;4.0;4.0;21.4;2.1276596;16.127659;0.6060606;
http://www.emftext.org/language/calc;19.0;13.0;6.0;2.0;2.0;8.4;2.2105262;5.2105265;0.40625;
http://processor/1.0;34.0;35.0;34.0;0.0;1.0;20.8;1.0;35.0;0.0;
fr.irisa.testK3/BaseUI;6.0;2.0;4.0;2.0;0.0;2.8;2.3333333;7.333333;0.45454547;
http://www.collectionspro.eu/jam/mm;8.0;13.0;16.0;1.0;1.0;7.8;1.25;19.25;0.06451613;
http://www.eclipse.org/m2miwg/things/0.8;18.0;8.0;9.0;3.0;2.0;8.0;2.8888888;3.8888888;0.7638889;
http://www.openxma.org/dsl/ddl/DdlDsl;34.0;19.0;25.0;2.0;2.0;16.4;2.2058823;13.205882;0.3529412;
http://edu.cmu.sei.pacc.perf.model;13.0;6.0;28.0;2.0;3.0;10.4;1.6923077;2.6923077;0.27659574;
http://www.eclipse.org/e4/os/1.0;17.0;20.0;58.0;0.0;3.0;19.6;1.0;1.0;0.0;
de.cau.cs.kieler.simplerailctrl;9.0;3.0;15.0;1.0;2.0;6.0;1.6666666;2.6666665;0.33333334;
http://www.eclipse.org/emf/cdo/dawn/examples/2010/ACore;8.0;10.0;7.0;1.0;2.0;5.6;1.5;6.5;0.41379312;
http://www.eclipse.org/papryus/properties/preferences;2.0;1.0;2.0;0.0;1.0;1.2;1.0;1.0;0.0;
HSM;4.0;5.0;1.0;1.0;2.0;2.6;1.25;4.25;0.25;
ComBE;15.0;13.0;10.0;1.0;2.0;8.2;1.4666667;4.4666667;0.3611111;
http://eclipsesource.org/model/control;3.0;2.0;3.0;0.0;1.0;1.8;1.0;1.0;0.0;
http://www.cwi.nl/yawl;8.0;7.0;12.0;1.0;2.0;6.0;1.375;8.375;0.32142857;
http://spray.eclipselabs.org/examples/Usecase;15.0;20.0;6.0;5.0;2.0;9.6;3.0;17.0;0.48;
http://www.minimalabs.com/fiber/Fiber;12.0;11.0;9.0;2.0;2.0;7.2;1.5;5.5;0.16666667;
http://klaper.sourceforge.net/metamodels/dtmc/1.0;8.0;13.0;5.0;1.0;1.0;5.6;1.5;35.5;0.47058824;
http://sap.fusesource.org/rfc;22.0;24.0;105.0;0.0;6.0;31.4;1.0;17.0;0.0;
http://www.robotoworks.com/mechanoid/ops/OpServiceModel;7.0;5.0;5.0;1.0;3.0;4.2;1.2857143;2.2857141;0.0;
http://jeeeyul.net/swtquery;8.0;12.0;10.0;0.0;4.0;6.8;1.0;11.0;0.0;
hExamle_4_RHS;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://www.bonitasoft.org/ns/connector/definition/6.1;20.0;9.0;30.0;4.0;1.0;12.8;2.65;2.65;0.44285715;
http://www.soluvas.org/nav/1.0;7.0;3.0;12.0;2.0;1.0;5.0;2.0;2.0;0.5588235;
platform:/resource/ExampleEMF/model/ExampleEMF.ecore;5.0;6.0;5.0;1.0;2.0;3.8;1.4;15.4;0.3529412;
mondial;5.0;6.0;8.0;0.0;1.0;4.0;1.0;3.0;0.0;
http://de.tub.tfs.henshin.editor.layout;6.0;4.0;10.0;1.0;2.0;4.6;1.5;4.5;0.39130434;
http://www.upm.es/gsi/ECharts/DslECharts;32.0;35.0;19.0;2.0;5.0;18.6;1.3125;4.3125;0.18181819;
http://www.caks.at/eglipse/Program;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;
http://openscada.org/DA/Server/Exporter;6.0;7.0;6.0;0.0;2.0;4.2;1.0;1.0;0.0;
com.weltevree;3.0;0.0;4.0;0.0;0.0;1.4;1.0;1.0;0.0;
http://www.telcodev.org/dsl/Dime;50.0;48.0;31.0;5.0;3.0;27.4;2.48;5.48;0.21782178;
http://www.xtext.my/MiniJava;35.0;51.0;3.0;1.0;2.0;18.4;1.7428571;1.7428571;0.0;
http://evilsystem/1.0;13.0;12.0;7.0;3.0;2.0;7.4;2.3846154;20.384615;0.5;
http://flowgraph/1.0;18.0;18.0;1.0;4.0;1.0;8.4;3.3333333;33.333336;0.77380955;
urn:oasis:names:tc:ciq:xsdschema:xAL:2.0;85.0;187.0;349.0;0.0;3.0;124.8;1.0;1.0;0.0;
http://iec.ch/TC57/2009/CIM-schema-cim14;471.0;759.0;1564.0;8.0;2.0;560.8;4.1740975;2191.174;0.7605895;
http:///name/njbartlett/osgi/emf/samples.ecore;2.0;2.0;2.0;0.0;1.0;1.4;1.0;3.0;0.0;
http://planrouge/1.0;13.0;12.0;27.0;2.0;3.0;11.4;1.7692307;6.769231;0.13333334;
uri:rok;27.0;14.0;26.0;5.0;3.0;15.0;3.4074075;7.4074078;0.7515528;
http://www.sf.net/rcer/RFCMapping;16.0;11.0;28.0;2.0;3.0;12.0;1.625;3.625;0.41791046;
http://www.eclipse.org/OCL/examples/codegen/employee;3.0;9.0;6.0;0.0;1.0;3.8;1.0;24.0;0.0;
http://www.sourcepit.org/common/manifest/0.1;19.0;6.0;13.0;2.0;2.0;8.4;2.1578948;12.157895;0.51282054;
http://ATLProfiler;7.0;6.0;19.0;2.0;2.0;7.2;1.5714285;4.5714283;0.5192308;
http://www.nie.de/fin/Fin;9.0;13.0;20.0;1.0;2.0;9.0;1.5555556;10.555555;0.0;
http://www.eclipse.org/examples/tree;2.0;5.0;2.0;0.0;1.0;2.0;1.0;5.0;0.0;
http://www.bpsim.org/schemas/1.0;42.0;65.0;76.0;2.0;4.0;37.8;2.0714285;2.0714285;0.45136186;
http://eclectic.org/frontend/qoolL;33.0;30.0;10.0;3.0;2.0;15.6;1.8787879;7.878788;0.33333334;
http://www.eclipse.org/hyades/schema/Filter.xsd;12.0;12.0;21.0;1.0;2.0;9.6;1.4166666;1.4166666;0.42105263;
http://iec.ch/TC57/2009/CIM-schema-cim14?profile=http://iec.ch/TC57/2007/profile;6.0;6.0;4.0;2.0;0.0;3.6;2.5;20.5;0.5652174;
http://src;5.0;9.0;5.0;0.0;1.0;4.0;1.0;6.0;0.0;
platform:/resource/Pipes/model/Pipes.ecore;9.0;7.0;9.0;2.0;3.0;6.0;1.7777778;2.7777777;0.48387095;
PetriNetV3;6.0;12.0;0.0;1.0;0.0;3.8;1.3333334;35.333336;0.0;
http://www.certware.net/sco;9.0;7.0;11.0;1.0;3.0;6.2;1.5555556;1.5555556;0.625;
www.ya.ru;4.0;3.0;3.0;1.0;1.0;2.4;1.5;3.5;0.0;
http://hu-berlin.de/flowchart;20.0;22.0;13.0;3.0;2.0;12.0;2.7;32.7;0.6846847;
http://www.elver.org/string;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://www.eclipse.org/emf/texo/test/model/samples/schoollibrary;6.0;4.0;7.0;2.0;2.0;4.2;1.5;3.5;0.3888889;
http://www.eclipse.org/emf/texo/test/model/base/identifiable;1.0;0.0;2.0;0.0;0.0;0.6;1.0;1.0;0.0;
http://www.topografix.com/GPX/1/0;9.0;10.0;100.0;0.0;2.0;24.2;1.0;1.0;0.0;
platform:/resource/net.ogdf.ogml/model/ogml.xsd;45.0;132.0;96.0;0.0;3.0;55.2;1.0;1.0;0.0;
http://eclipse.org/er;4.0;5.0;3.0;0.0;2.0;2.8;1.0;3.0;0.0;
ovap;11.0;20.0;1.0;2.0;2.0;7.2;2.2727273;47.272728;0.32258064;
http://callisto.blizzart.net/redmine/projects/ccu-lbe#editor;1.0;0.0;0.0;0.0;0.0;0.2;1.0;1.0;NaN;
http://www.tid.es/cim;160.0;77.0;452.0;8.0;4.0;140.2;5.01875;67.01875;0.85979325;
http://www.jevopi.de/Mitra;77.0;102.0;38.0;3.0;4.0;44.8;2.116883;10.116883;0.11392405;
http://providers/1.0;5.0;1.0;0.0;1.0;1.0;1.6;1.6;2.6;0.75;
http://bippomall/1.0;2.0;1.0;6.0;0.0;1.0;2.0;1.0;1.0;0.0;
http://www.emftext.org/language/formsfamily;13.0;9.0;7.0;1.0;1.0;6.2;1.6153846;7.6153846;0.27272728;
http://www.goldschmiede.de/bodsl/BusinessObjectDsl;9.0;7.0;5.0;1.0;2.0;4.8;1.3333334;2.3333335;0.2;
http://www.jboss.org/drools;7.0;9.0;15.0;0.0;1.0;6.4;1.0;1.0;0.0;
http://nexus/1.0;12.0;7.0;11.0;3.0;3.0;7.2;2.0833333;6.083333;0.5714286;
deploymentModels;6.0;9.0;8.0;0.0;3.0;5.2;1.0;10.0;0.0;
http://exportmodel;4.0;2.0;11.0;1.0;2.0;4.0;1.5;1.5;0.55172414;
http://www.soluvas.org/schema/web.site/1.0;22.0;7.0;10.0;2.0;1.0;8.4;1.8636364;8.863636;0.7638889;
http://appdsl/1.0;6.0;4.0;3.0;2.0;3.0;3.6;2.0;3.0;0.53333336;
http://chooseeditor/1.0;14.0;49.0;8.0;1.0;1.0;14.6;1.5714285;133.57143;0.62;
http://www.bacin.de/geoff-map-v0.7;45.0;29.0;69.0;4.0;2.0;29.8;1.7777778;4.7777777;0.398773;
hutnArticleFamilies;2.0;2.0;5.0;0.0;1.0;2.0;1.0;2.0;0.0;
minuml2;14.0;6.0;2.0;1.0;1.0;4.8;1.6428572;3.642857;0.42857143;
http://www.meekmok.com/Games;4.0;4.0;2.0;0.0;2.0;2.4;1.0;4.0;0.0;
http://taste/1.0;11.0;25.0;18.0;1.0;4.0;11.8;1.4545455;22.454546;0.18867925;
molic;11.0;4.0;4.0;1.0;1.0;4.2;1.7272727;3.7272727;0.42857143;
http:///org.eclipse.emf.test.models/dbprice;2.0;0.0;2.0;0.0;0.0;0.8;1.0;1.0;0.0;
http://iec.ch/TC57/2009/CIM-schema-cim14#;62.0;72.0;170.0;7.0;0.0;62.2;4.322581;220.32259;0.7237443;
http://www.obeo.fr/releng/TargetPlatform;3.0;2.0;5.0;0.0;2.0;2.4;1.0;1.0;0.0;
http://ifStatement/1.0;7.0;5.0;4.0;1.0;2.0;3.8;1.5714285;3.5714285;0.0;
minuml1;14.0;13.0;5.0;3.0;2.0;7.4;2.642857;20.642857;0.6785714;
http://atomic/1.0;7.0;13.0;2.0;2.0;2.0;5.2;1.7142857;26.714285;0.11764706;
platform:/resource/net.reimone.ttloc.model.usergames/metamodel/UserSpiele.xsd;3.0;4.0;12.0;0.0;1.0;4.0;1.0;1.0;0.0;
http://www.eclipse.org/gmf/2006/GraphicalDefinition;67.0;51.0;65.0;8.0;4.0;39.0;3.164179;24.164179;0.77692306;
http:///thirdstage/message/meta.ecore;3.0;2.0;13.0;0.0;2.0;4.0;1.0;1.0;0.0;
http://Synthesis.ecore;61.0;72.0;29.0;6.0;3.0;34.2;3.2459016;121.2459;0.7468672;
http://junit/1.0;10.0;10.0;0.0;2.0;3.0;5.0;1.4;3.4;0.33333334;
http:///evidence.ecore;103.0;68.0;47.0;8.0;4.0;46.0;4.291262;40.291264;0.7337963;
http://www.edu.co/unal/forms/Form;4.0;3.0;16.0;0.0;3.0;5.2;1.0;1.0;0.0;
http://www.ru.bsc.dsl.slolp.BPM;5.0;4.0;3.0;1.0;1.0;2.8;1.4;3.4;0.22222222;
http://www.xtext.org/bnl/Bnl;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://etl.sf.net/2006/samples/ej/0.1;132.0;120.0;16.0;6.0;2.0;55.2;4.378788;4.378788;0.8969697;
http://eclipse.org/remus/rules/1.0;7.0;5.0;11.0;0.0;4.0;5.4;1.0;2.0;0.0;
http://genericity/examples/simpleUML;4.0;5.0;2.0;0.0;1.0;2.4;1.0;3.0;0.0;
system.reliability.model.view;13.0;15.0;12.0;3.0;2.0;9.0;1.8461539;29.846153;0.5344828;
http:///ch/postfinance/zvis/model/primitives.ecore;12.0;14.0;11.0;1.0;3.0;8.2;1.25;14.25;0.0;
http://projet/1.0;34.0;13.0;5.0;2.0;1.0;11.0;2.2941177;2.2941177;0.6785714;
http://www.dstc.edu.au:8080/qvt/TefkatConfig.ecore;5.0;7.0;9.0;0.0;2.0;4.6;1.0;1.0;0.0;
http://java.sun.com/xml/ns/javaee/web-facelettaglibrary_2_0;26.0;43.0;35.0;2.0;1.0;21.4;1.5769231;1.5769231;0.32173914;
http://www.obeonetwork.org/dsl/smartdesigner/1.2;4.0;10.0;4.0;0.0;3.0;4.2;1.0;7.0;0.0;
http://www.eclipse.org/reqcycle/predicates/1.0;19.0;2.0;10.0;4.0;1.0;7.2;3.6842105;4.684211;0.79310346;
http://www.erlide.org/Erlang;96.0;129.0;31.0;6.0;4.0;53.2;2.5520833;8.552083;0.45392492;
http://www.eclipse.org/hyades/schema/Formatter.xsd;5.0;7.0;9.0;1.0;1.0;4.6;1.2;1.2;0.2;
http://www.eclipse.org/ocl/3.1.0/OCL.oclstdlib;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;NaN;
http://www.xtext.org/example/droid/Droid;46.0;109.0;44.0;4.0;3.0;41.2;2.3695652;26.369566;0.3516949;
http://www.eclipse.org/dltk/tcl/manpages;4.0;2.0;7.0;0.0;2.0;3.0;1.0;1.0;0.0;
http:///tp3-v0;9.0;9.0;5.0;2.0;3.0;5.6;2.0;5.0;0.39130434;
http://www.eclipse.org/koneki/omadm/simulator/1.0;3.0;4.0;21.0;0.0;2.0;6.0;1.0;6.0;0.0;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/basic;1.0;0.0;3.0;0.0;0.0;0.8;1.0;1.0;0.0;
PetriNetV1;3.0;8.0;0.0;0.0;0.0;2.2;1.0;23.0;0.0;
http:/www.vogella.de/base/;1.0;0.0;2.0;0.0;0.0;0.6;1.0;1.0;0.0;
http://www.w3.org/1999/xlink;1.0;2.0;10.0;0.0;1.0;2.8;1.0;1.0;0.0;
grammar/1.0;13.0;4.0;5.0;3.0;2.0;5.4;2.6153846;3.6153846;0.5714286;
http:/www.vogella.de/extended/;2.0;0.0;3.0;1.0;0.0;1.2;1.5;1.5;0.4;
http://simplepdl;5.0;6.0;4.0;1.0;1.0;3.4;1.6;14.6;0.0;
http://torusfw.org/ide/Script;11.0;8.0;9.0;3.0;1.0;6.4;1.7272727;3.7272727;0.1904762;
http://www.protos.de/myFeatures/core/Features;2.0;5.0;3.0;0.0;1.0;2.2;1.0;5.0;0.0;
