Initial Setting;number of classes;Number of attributes;Number of references;Max hierarchical concatenation;Max DIT;Maintainability;Understandability;Complexity;Reusability;
http://www.eclipse.org/examples/gmf/ocldriven/table-of-organization-and-equipment;7.0;15.0;6.0;2.0;1.0;6.2;1.8571428;41.857143;0.1923077;
http://www.big.tuwien.ac.at/me/ws11/soopl;25.0;30.0;7.0;2.0;4.0;13.6;2.28;27.279999;0.50666666;
http://www.robotoworks.com/mechanoid/sharedprefs/SharedPreferencesModel;7.0;3.0;7.0;1.0;3.0;4.2;1.4285715;1.4285715;0.0;
http://www.omg.org/spec/DD/20100524/DC-XMI;3.0;0.0;12.0;0.0;0.0;3.0;1.0;1.0;0.0;
http:///www.eclipse.org/m2m/qvt/oml/MModelUriMap/1.0.0;2.0;1.0;2.0;0.0;1.0;1.2;1.0;1.0;0.0;
http://www.codingvienna.org/Dc6;9.0;4.0;7.0;1.0;3.0;4.8;1.5555556;1.5555556;0.0;
http://www.eclipse.org/core/2009/resources/semantic;3.0;4.0;12.0;1.0;0.0;4.0;1.3333334;11.333333;0.44827586;
http://schema.omg.org/SACM/1.0;125.0;66.0;55.0;7.0;3.0;51.2;6.16;52.16;0.87728196;
http://www.informatik.hu-berlin.de/sam/odemcustom;165.0;123.0;26.0;9.0;4.0;65.4;5.0242424;17.024242;0.72859746;
http://graphbt/1.0;38.0;37.0;66.0;1.0;4.0;29.2;1.1842105;13.184211;0.14876033;
http://www.emftext.org/java;241.0;106.0;19.0;26.0;3.0;79.0;8.365146;16.365147;0.8022152;
http://www.eclipse.org/hyades/schema/Outputter.xsd;9.0;14.0;13.0;1.0;1.0;7.6;1.1111112;1.1111112;0.12903225;
urn:openscada:visualInterface;27.0;19.0;59.0;3.0;2.0;22.0;2.2962964;5.296296;0.6080402;
http:///uk/ac/gda/client/tomo/tomoparameters.ecore;10.0;9.0;36.0;0.0;4.0;11.8;1.0;1.0;0.0;
http://www.paranor.ch/Epla2;9.0;8.0;7.0;1.0;1.0;5.2;1.6666666;10.666666;0.21052632;
itu.dk.aamj.model;6.0;4.0;9.0;1.0;2.0;4.4;1.8333334;1.8333334;0.2777778;
http://www.eclipse.org/e4/tools/workbench/node;1.0;2.0;0.0;0.0;1.0;0.8;1.0;3.0;0.0;
urn:org.milyn.edi.unedifact.v41;22.0;22.0;65.0;0.0;2.0;22.2;1.0;1.0;0.0;
http://genericity/language/gbind;105.0;125.0;35.0;4.0;2.0;54.2;3.0190477;232.01904;0.8732171;
http://iec.ch/TC57/2010/CIM-schema-cim15;27.0;10.0;9.0;5.0;0.0;10.2;4.703704;34.703705;0.85384613;
http://www.xtext.org/example/mydsl/WebAppDSL;30.0;26.0;10.0;3.0;3.0;14.4;2.4;3.4;0.0;
http://eclipse.org/virgo/par.ecore;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;
http://madcow.magic.coll;19.0;13.0;26.0;4.0;2.0;12.8;2.5789473;30.578947;0.8160377;
http://www.cvut.cz/earlgrey/annotation/Annotation;2.0;1.0;3.0;0.0;1.0;1.4;1.0;1.0;0.0;
http://class_diagramm_simple/1.0;7.0;0.0;2.0;0.0;0.0;1.8;1.0;1.0;0.0;
http://modelo/1.0;2.0;0.0;0.0;0.0;0.0;0.4;1.0;1.0;NaN;
http://www.emftext.org/language/sandwich_simple;12.0;3.0;1.0;2.0;1.0;3.8;2.0;3.0;0.42857143;
http://dsg.cs.tcd.ie/smarthouse;16.0;25.0;40.0;0.0;1.0;16.4;1.0;47.0;0.0;
http://AccessControl/1.0;12.0;16.0;4.0;2.0;3.0;7.4;1.8333334;15.833334;0.33333334;
http://www.eclipse.org/emf/compare/writers;4.0;4.0;4.0;0.0;1.0;2.6;1.0;7.0;0.0;
http://www.emftext.org/language/featherweightjava;16.0;19.0;1.0;2.0;3.0;8.2;2.1875;13.1875;0.23076923;
http://projecttrackerresources/1.0;2.0;1.0;3.0;0.0;1.0;1.4;1.0;2.0;0.0;
http://www.emftext.org/language/latex;18.0;24.0;39.0;0.0;2.0;16.6;1.0;1.0;0.0;
http://com.hangum.tadpole.rdb.model.ERDInfo;7.0;12.0;28.0;1.0;2.0;10.0;1.2857143;30.285715;0.21568628;
http:///uk/ac/gda/tomography/scan.ecore;1.0;0.0;13.0;0.0;0.0;2.8;1.0;1.0;0.0;
http://www.elver.org/enumtest;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://soton.ac.uk/models/fmusim/1.0;12.0;14.0;1.0;0.0;3.0;6.0;1.0;8.0;0.0;
http:///extensionmodel.ecore;2.0;3.0;1.0;0.0;2.0;1.6;1.0;2.0;0.0;
SimpleGMF.com;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;
http://www.eclipse.org/mdt/uml2tools/timing-diagram/1.0;22.0;49.0;6.0;1.0;1.0;15.8;1.1363636;89.13637;0.140625;
http://de.tuhh.sts.octopus/octopus2emfatic/2006/RandL;15.0;54.0;34.0;1.0;2.0;21.2;1.1333333;86.13333;0.12;
http://www.eclipse.org/ocl/1.1.0/OCL;57.0;41.0;22.0;8.0;2.0;26.0;4.7192984;18.7193;0.6926829;
http:///edu;66.0;50.0;4.0;5.0;2.0;25.4;3.5454545;11.545454;0.49056605;
http://www.obeonetwork.org/layer/0.7.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;
http://www.matiuz.it/menu_maker;4.0;1.0;15.0;0.0;1.0;4.2;1.0;1.0;0.0;
http://www.emftext.org/language/simpleweave;3.0;4.0;6.0;0.0;0.0;2.6;1.0;11.0;0.0;
platform:/resource/owls/model/owls.ecore;24.0;37.0;15.0;1.0;3.0;16.0;1.4583334;51.458336;0.4347826;
http://www.fr.inria.triskell.kompren/fr;8.0;12.0;13.0;1.0;3.0;7.4;1.25;6.25;0.13793103;
http:///org/eclipse/stem/definitions/types.ecore;2.0;0.0;1.0;0.0;0.0;0.6;1.0;1.0;0.0;
http://gts.inf.um.es/modernization/Gra2MoL;24.0;21.0;48.0;1.0;4.0;19.6;1.375;1.375;0.08;
platform:/resource/JETTransformation/metamodel/prom.xsd;16.0;17.0;29.0;0.0;3.0;13.0;1.0;1.0;0.0;
http://inf.mit.bme.hu/donat/incquery-deps/cp2model;7.0;6.0;8.0;1.0;2.0;4.8;1.5714285;6.5714283;0.22222222;
http://kieler.cs.cau.de/GraphvizDot;11.0;12.0;11.0;1.0;2.0;7.4;1.4545455;1.4545455;0.0;
http://robot/1.0;30.0;18.0;10.0;2.0;2.0;12.4;2.1;2.1;0.2820513;
http://kevoree/1.0;7.0;9.0;0.0;0.0;3.0;3.8;1.0;3.0;0.0;
http://miso.es/genericity/benchmarks/bio_tgt;9.0;11.0;26.0;0.0;1.0;9.4;1.0;5.0;0.0;
http://www.cloudsmith.org/geppetto/1.0.0/Forge;14.0;10.0;28.0;1.0;2.0;11.0;1.2857143;5.285714;0.17391305;
http://www.eclipse.org/m2m/atl/2007/ACG;72.0;40.0;20.0;4.0;2.0;27.6;3.9166667;10.916667;0.81424147;
adaptiveSystem;12.0;20.0;18.0;1.0;3.0;10.8;1.5833334;39.583336;0.3559322;
http://behaviour.modulob.dubmas.de/1.0;23.0;24.0;24.0;2.0;4.0;15.4;1.6086956;9.608696;0.1724138;
HALL;116.0;157.0;97.0;1.0;1.0;74.4;1.7068965;306.7069;0.30601093;
http://org.eclipse.jsf.pagedesigner/dtinfo.ecore;6.0;6.0;14.0;0.0;3.0;5.8;1.0;1.0;0.0;
http://www.eclipse.org/virgo/schema/plan;5.0;7.0;14.0;0.0;2.0;5.6;1.0;1.0;0.0;
http://www.tools.skysail/eclipse/RooScript;4.0;1.0;1.0;1.0;1.0;1.6;1.5;1.5;0.5;
http://workbench/1.0;6.0;5.0;7.0;0.0;2.0;4.0;1.0;3.0;0.0;
http://www.omg.org/spec/IFML;63.0;49.0;16.0;7.0;3.0;27.6;5.0;37.0;0.842615;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/cascadenotall;3.0;4.0;5.0;0.0;1.0;2.6;1.0;7.0;0.0;
http://gradingsystem.me12.big.tuwien.ac.at/1.0;9.0;8.0;8.0;1.0;4.0;6.0;1.2222222;2.2222223;0.2;
http://multirobotsystem/1.0;13.0;13.0;21.0;1.0;2.0;10.0;1.4615384;3.4615383;0.30612245;
http://www.iec.ch/61850/2006/SCLcoordinates;2.0;3.0;7.0;0.0;1.0;2.6;1.0;1.0;0.0;
http://eclectic.org/frontend/attributionL;17.0;11.0;0.0;4.0;1.0;6.6;1.9411764;3.9411764;0.0;
http://iaca/1.0;25.0;23.0;5.0;2.0;3.0;11.6;1.8;14.8;0.1764706;
http://www.eclipse.org/emf/2002/Ecore;20.0;48.0;33.0;4.0;3.0;21.6;3.0;65.0;0.56216216;
http://weltevree.com/harmonica.xls;9.0;7.0;8.0;1.0;2.0;5.4;1.1111112;3.1111112;0.11764706;
http:///ch/postfinance/kobe/dsl/kobe_std_fmt/message/generator2.ecore;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://www.eclipse.org/tptp/symptom/action;2.0;3.0;4.0;0.0;1.0;2.0;1.0;1.0;0.0;
http://www.emftext.org/c_sharp;210.0;202.0;7.0;4.0;8.0;86.2;2.4333334;2.4333334;0.032407407;
http://www.emftext.org/simTL4J;250.0;114.0;23.0;26.0;3.0;83.2;7.972;14.972;0.79643387;
http://www.emftext.org/language/conference;9.0;6.0;4.0;2.0;3.0;4.8;1.8888888;3.8888888;0.44444445;
http://www.eclipse.org/Text;8.0;12.0;5.0;2.0;1.0;5.6;2.0;2.0;0.32;
http://www.eclipse.org/emf/teneo/samples/emf/sample/claim;4.0;5.0;9.0;0.0;3.0;4.2;1.0;7.0;0.0;
http://kevoree/1.0;40.0;64.0;41.0;4.0;5.0;30.8;2.175;46.175;0.527027;
PetriNetV2;5.0;16.0;0.0;0.0;0.0;4.2;1.0;45.0;0.0;
http://www.bestsolution.at/bitbucketmgr;3.0;2.0;4.0;0.0;2.0;2.2;1.0;1.0;0.0;
http://dao/1.0;13.0;0.0;3.0;1.0;0.0;3.4;1.8461539;1.8461539;0.88;
http://automotive-his.de/schema/rif;84.0;162.0;171.0;0.0;8.0;85.0;1.0;53.0;0.0;
murdercase;5.0;6.0;6.0;0.0;2.0;3.8;1.0;2.0;0.0;
http://www.eclipse.org/gmf/2006/GraphicalDefinition;72.0;57.0;78.0;8.0;4.0;43.8;3.0972223;26.097221;0.7563177;
http://pop/1.0;15.0;12.0;0.0;3.0;2.0;6.4;1.8;5.8;0.5862069;
http://www.example.org/info/cukes/feature;32.0;34.0;11.0;1.0;3.0;16.2;1.0625;1.0625;0.1509434;
http://www.eclipse.org/tigerstripe/schemas/BuildsSchema;7.0;5.0;10.0;2.0;3.0;5.4;2.142857;2.142857;0.5945946;
http://www.eclipse.org/dltk/javascript/typeinfo.ecore;31.0;28.0;22.0;6.0;2.0;17.8;2.7419355;16.741936;0.6855346;
http://www.upv.tcp.es/android;16.0;11.0;19.0;2.0;1.0;9.8;1.875;26.875;0.67741936;
http://www.xtext.org/function/Function;21.0;19.0;12.0;5.0;3.0;12.0;2.857143;6.857143;0.5441176;
sm.meta;17.0;21.0;16.0;1.0;4.0;11.8;1.2941177;29.294117;0.39344263;
http://datatypes/1.0;9.0;6.0;7.0;3.0;2.0;5.4;2.2222223;10.222222;0.48;
http://www.kwarc.info/Elf;5.0;2.0;6.0;1.0;1.0;3.0;1.4;1.4;0.2;
http://www.openmodelica.org/openmodelica.abstact.syntax/;195.0;169.0;32.0;1.0;4.0;80.2;1.7487179;4.748718;0.0;
http://www.example.org/my/dsl;14.0;22.0;12.0;0.0;2.0;10.0;1.0;1.0;0.0;
http://www.arz.org/miniScript;17.0;20.0;11.0;1.0;2.0;10.2;1.882353;1.882353;0.0;
http://sokan.reuseware.org;11.0;13.0;14.0;1.0;2.0;8.2;1.0909091;3.090909;0.035714287;
http://sbp.designer.org/core/v1;6.0;4.0;2.0;3.0;0.0;3.0;2.6666667;12.666667;0.71428573;
http:///buildingsmart.ifc.ecore;945.0;607.0;1545.0;11.0;5.0;622.6;6.172487;1041.1725;0.8219133;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/idbag;1.0;0.0;2.0;0.0;0.0;0.6;1.0;1.0;0.0;
BD;5.0;6.0;2.0;1.0;2.0;3.2;1.6;4.6;0.27272728;
http://www.bluexml.com/rwm/mindmap/1.0/;5.0;6.0;14.0;0.0;3.0;5.6;1.0;2.0;0.0;
http://www.eclipse.org/hyades/models/SDB.xmi;5.0;8.0;14.0;0.0;2.0;5.8;1.0;13.0;0.0;
http://www.ubx.www/ch/OpenAir;43.0;41.0;28.0;1.0;3.0;23.2;1.4186046;1.4186046;0.14814815;
http://www.anfelisa.com/Anfelisa;6.0;2.0;2.0;2.0;1.0;2.6;2.0;2.0;0.0;
file:/C:/Users/rytina/Workspaces/WS_GREMLIN/gremlin/src/gremlin/osm.xsd;9.0;12.0;31.0;0.0;1.0;10.6;1.0;1.0;0.0;
http:///tp4-v0;13.0;16.0;13.0;1.0;4.0;9.4;1.3076923;6.3076925;0.29268292;
http://net.paissad.waqtsalat/core/1.0;1.0;0.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;
http://www.polopoly.com/ps/dsl/TextContent;8.0;3.0;13.0;2.0;1.0;5.4;1.75;1.75;0.27272728;
platform:/resource/org.mule.ide.emf/xml/mule-ide.xsd;5.0;6.0;7.0;0.0;1.0;3.8;1.0;1.0;0.0;
platform:/resource/WebDSL/model/WebDSL.ecore;10.0;3.0;4.0;4.0;1.0;4.4;3.1;3.1;0.7083333;
http://www.eclipse.org/Xtext/example/Arithmetics;14.0;15.0;4.0;2.0;1.0;7.2;1.7142857;2.7142859;0.0952381;
http://epf.eclipse.org/msproject;41.0;46.0;380.0;0.0;4.0;94.2;1.0;1.0;0.0;
http://classdiagram.ecore;14.0;17.0;10.0;1.0;3.0;9.0;1.3571428;10.357142;0.35714287;
http://www.example.com/ExtendedPO;9.0;11.0;24.0;2.0;1.0;9.4;1.4444444;15.444445;0.16666667;
http://genericity/examples/directedgraph;4.0;6.0;3.0;1.0;0.0;2.8;1.5;18.5;0.18181819;
http://org.eclipse.jst.jsf.common.metadata/metadataTraitTypes.ecore;4.0;1.0;4.0;0.0;2.0;2.2;1.0;1.0;0.0;
http://automotive-his.de/200706/rif-xhtml;65.0;279.0;333.0;1.0;2.0;136.0;1.6461538;1.6461538;0.6810839;
http://www.redhawk.gov/model/codegen;6.0;5.0;14.0;0.0;3.0;5.6;1.0;1.0;0.0;
http://www.eclipse.org/gmf/examples/runtime/1.0.0/logicsemantic;15.0;6.0;2.0;4.0;2.0;5.8;2.6666667;6.666667;0.85714287;
http://miso.es/genericity/benchmarks/pub_src;5.0;3.0;8.0;0.0;2.0;3.6;1.0;1.0;0.0;
http://www.sebastianbenz.de/task/2011/;14.0;9.0;10.0;2.0;2.0;7.4;2.2857144;14.285714;0.7654321;
http://kieler.cs.cau.de/synccharts;20.0;39.0;29.0;2.0;2.0;18.4;1.85;86.85;0.43333334;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/embedded;3.0;6.0;3.0;0.0;1.0;2.6;1.0;1.0;0.0;
http://www.quamoco.de/cm/v1;6.0;12.0;16.0;0.0;1.0;7.0;1.0;24.0;0.0;
http://code.google.com/a/eclipselabs.org/p/mongo-emf/1.0/freemarker;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://www.reuseware.org/air/language/cmsl;28.0;24.0;10.0;2.0;2.0;13.2;1.6428572;1.6428572;0.0;
http://schema.omg.org/spec/QVT/1.1/flatqvt.xml;149.0;204.0;42.0;10.0;3.0;81.6;6.0536914;201.05368;0.7284768;
http://schmeedy.com/pdt/joomla/project/model;5.0;4.0;16.0;1.0;0.0;5.2;1.4;11.4;0.44444445;
http://www.w3.org/1999/02/22-rdf-syntax-ns#;19.0;27.0;8.0;4.0;1.0;11.8;3.3157895;59.31579;0.72440946;
http://madcow.magic.database;14.0;7.0;19.0;4.0;1.0;9.0;2.7857144;18.785713;0.8586956;
http://com.opcoach.training/rentalSansGmfAnnot/1.0;4.0;8.0;8.0;0.0;1.0;4.2;1.0;18.0;0.0;
http://iec.ch/TC57/2010/CIM-schema-cim15;25.0;26.0;67.0;5.0;0.0;24.6;3.48;81.479996;0.5974026;
http://cloudml.net;16.0;25.0;20.0;3.0;3.0;13.4;3.5;14.5;0.35714287;
http://irit.fr/dot;5.0;4.0;5.0;2.0;1.0;3.4;2.2;9.2;0.5263158;
library;6.0;4.0;5.0;1.0;2.0;3.6;1.5;7.5;0.5;
epc;14.0;19.0;3.0;2.0;2.0;8.0;2.0714285;46.071426;0.3529412;
http://ww.eclipse.org/OCL/Values;16.0;0.0;0.0;13.0;0.0;5.8;4.125;4.125;NaN;
http://www.eclipse.org/emf/CDO/examples/company/1.0.0;10.0;15.0;12.0;1.0;1.0;7.8;1.5;24.5;0.28947368;
http://migration.modulob.dubmas.de/1.0;39.0;30.0;22.0;2.0;4.0;19.4;1.948718;13.948718;0.5555556;
http://antikythera/1.0;18.0;9.0;10.0;1.0;2.0;8.0;1.7222222;15.722222;0.67241377;
javaz;8.0;10.0;25.0;1.0;2.0;9.2;1.75;5.75;0.14634146;
platform:/plugin/org.eclipse.e4.tm/model/tm/layouts.ecore;7.0;1.0;4.0;4.0;1.0;3.4;2.0;2.0;0.61538464;
http://maven.apache.org/POM/4.0.0;86.0;104.0;151.0;0.0;5.0;69.2;1.0;1.0;0.0;
http://www.soluvas.org/schema/ui/1.0;13.0;22.0;18.0;1.0;3.0;11.4;1.1538461;14.153846;0.13043478;
http://www.ucd.ie/bonide/BONModel;29.0;31.0;18.0;3.0;3.0;16.8;2.2068965;29.206896;0.5882353;
http://www.mas-wb.com/com/mas/lwc2013/QL;21.0;13.0;6.0;4.0;2.0;9.2;2.0952382;5.095238;0.36666667;
http://www.eclipse.org/ARTICLE/1.0;35.0;23.0;21.0;8.0;1.0;17.6;3.142857;49.142857;0.7456647;
http://www.devoxx2012.com/xtext/demo1/Demo1;6.0;7.0;2.0;0.0;3.0;3.6;1.0;2.0;0.0;
platform:/resource/SimplifiedJML/model/SimplifiedJMLModel.ecore;3.0;2.0;5.0;0.0;2.0;2.4;1.0;1.0;0.0;
http://org.eclipse.mylyn.reviews.frame.core.model/1.0;12.0;14.0;11.0;2.0;3.0;8.4;1.8333334;8.833333;0.3902439;
http://exampleinteractionmodel/1.0;6.0;3.0;3.0;1.0;0.0;2.6;1.1666666;3.1666665;0.25;
http://org.mde/wadl/metamodel;25.0;9.0;15.0;5.0;3.0;11.4;3.84;6.84;0.5;
http://hadoop/1.0;5.0;4.0;25.0;2.0;1.0;7.4;1.6;2.6;0.48214287;
hExample_3_RHS;1.0;0.0;2.0;0.0;0.0;0.6;1.0;1.0;0.0;
platform:/resource/WSL/freemind.xsd;11.0;22.0;35.0;0.0;2.0;14.0;1.0;1.0;0.0;
http://schema.rtaw.fr/quizz;4.0;5.0;8.0;0.0;2.0;3.8;1.0;7.0;0.0;
http://www.obeo.fr/smartea/import/1.0;1.0;1.0;4.0;0.0;1.0;1.4;1.0;1.0;0.0;
http://spielfeld/1.0;10.0;8.0;11.0;3.0;3.0;7.0;2.1;8.1;0.36666667;
http://www.omg.org/ARM;18.0;10.0;7.0;4.0;2.0;8.2;3.1111112;9.111111;0.82474226;
http://www.dynamicui.org/;2.0;2.0;3.0;0.0;1.0;1.6;1.0;1.0;0.0;
http://org.eclipse.jsf.pagedesigner/QuickEditTabSections.ecore;2.0;1.0;2.0;0.0;1.0;1.2;1.0;1.0;0.0;
http://www.emftext.org/language/simplec;7.0;2.0;1.0;2.0;1.0;2.6;1.8571428;1.8571428;0.5;
http://www.eclipse.org/gmf/2008/Widget;16.0;12.0;22.0;2.0;3.0;11.0;1.8125;13.8125;0.42372882;
http://test;3.0;1.0;2.0;0.0;1.0;1.4;1.0;1.0;0.0;
http://nanostructure/1.0;11.0;2.0;23.0;2.0;2.0;8.0;2.5454545;4.5454545;0.5833333;
http:///org/eclipse/wst/xml/vex/core/internal/dom.ecore;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;NaN;
http://www.SimpleModel;2.0;1.0;0.0;0.0;1.0;0.8;1.0;1.0;0.0;
business;45.0;13.0;9.0;2.0;1.0;14.0;2.2222223;35.22222;0.92786884;
http://genericity/examples/oo;3.0;3.0;2.0;0.0;1.0;1.8;1.0;2.0;0.0;
http://robotics.unibg.it/featuremodels;7.0;11.0;16.0;1.0;2.0;7.4;1.1428572;17.142857;0.035714287;
http://www.bt.org/translation/sal/Sal;32.0;28.0;10.0;1.0;3.0;14.8;1.4375;6.4375;0.0952381;
http://www.eclipse.org/qvt/2008/atlvm/problems;1.0;0.0;7.0;0.0;0.0;1.6;1.0;1.0;0.0;
http://kompicsComponents/1.0;9.0;25.0;6.0;0.0;4.0;8.8;1.0;17.0;0.0;
http://www.eclipse.org/hyades/schema/Parser.xsd;5.0;8.0;23.0;0.0;1.0;7.4;1.0;1.0;0.0;
http://futsal/1.0;16.0;26.0;21.0;3.0;2.0;13.6;2.0625;19.0625;0.5104167;
http://unw.design.model.emf.db2emf/1.0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;NaN;
hExamle_4_LHS;2.0;0.0;1.0;0.0;0.0;0.6;1.0;1.0;0.0;
http:///com_hassanpur_cmpe235_adtouch_MainActivity2.ecore;20.0;28.0;0.0;0.0;2.0;10.0;1.0;59.0;0.0;
http://www.emftext.org/commons/layout;4.0;1.0;4.0;1.0;1.0;2.2;1.75;2.75;0.7058824;
http://www.eclipse.org/epf/uma/1.0.6;87.0;29.0;218.0;10.0;3.0;69.4;7.206897;7.206897;0.8826603;
http://education/1.0;3.0;6.0;5.0;0.0;2.0;3.2;1.0;7.0;0.0;
http://customers/1.0;2.0;1.0;9.0;0.0;1.0;2.6;1.0;2.0;0.0;
http://www.xtext.org/example/mydsl/FML;12.0;16.0;18.0;2.0;2.0;10.0;1.5833334;9.583333;0.0;
http://www.kermeta.org/fsmSample;4.0;10.0;5.0;0.0;1.0;4.0;1.0;20.0;0.0;
http://www.eclipse.org/emf/eef/views/1.0.0;13.0;13.0;14.0;5.0;2.0;9.4;3.0;30.0;0.6086956;
http://www.graphstream.org/DGS;17.0;25.0;25.0;0.0;5.0;14.4;1.0;1.0;0.0;
http://www.eclipse.org/emf/compare/books;4.0;4.0;4.0;0.0;1.0;2.6;1.0;7.0;0.0;
http:///com/dstc/tefkat/TefkatTrace.ecore;7.0;4.0;5.0;1.0;1.0;3.6;1.7142857;4.714286;0.0;
http://www.eclipse.org/tracability/1.0;7.0;11.0;6.0;1.0;2.0;5.4;1.2857143;19.285713;0.10526316;
http://iec.ch/TC57/2010/CIM-schema-cim15;46.0;38.0;15.0;6.0;0.0;21.0;4.8913045;118.891304;0.81272084;
http://irit.fr/vdmapping;3.0;1.0;4.0;1.0;1.0;2.0;1.3333334;1.3333334;0.16666667;
http:///completemodel.ecore;3.0;1.0;13.0;0.0;1.0;3.6;1.0;1.0;0.0;
http://www.kappa.urban;20.0;22.0;18.0;1.0;4.0;13.0;1.35;1.35;0.0;
http:///org/isistan/flabot/edit/ucmmodel.ecore;59.0;115.0;48.0;8.0;6.0;47.2;2.8644068;129.86441;0.48253968;
http://appWeb/1.0;5.0;4.0;14.0;0.0;1.0;4.8;1.0;1.0;0.0;
http://iec.ch/TC57/2008/CIM-schema-cim13#;87.0;92.0;96.0;7.0;0.0;56.4;4.54023;279.54022;0.802935;
http://capua/1.0;13.0;15.0;11.0;3.0;2.0;8.8;2.6153846;37.615387;0.75238097;
http://servicefeaturemodel/1.0;19.0;21.0;39.0;1.0;4.0;16.8;1.3157895;7.315789;0.3877551;
http:///org/example/auction.ecore;2.0;2.0;6.0;0.0;0.0;2.0;1.0;7.0;0.0;
http://www.blimster.net/gwt/threejs/wdl/ThreeJsWrapperDescriptionLanguage;11.0;15.0;13.0;0.0;4.0;8.6;1.0;3.0;0.0;
http://www.euclideanspace.com/spad/Editor;78.0;226.0;128.0;3.0;7.0;88.4;1.7179487;1.7179487;0.6781818;
fr;11.0;22.0;8.0;3.0;2.0;9.2;2.0;44.0;0.5;
http://captah/1.0;10.0;9.0;5.0;3.0;3.0;6.0;2.2;11.2;0.4814815;
http://www.machina.no/noark;39.0;70.0;226.0;3.0;4.0;68.4;1.5128205;34.51282;0.2562814;
http://irit.fr/zestgraph;6.0;8.0;10.0;1.0;2.0;5.4;1.6666666;19.666668;0.25;
http://www.amcl.tuc.gr/aseme/metamodels/IAC;4.0;7.0;9.0;0.0;2.0;4.4;1.0;5.0;0.0;
http://www.emftext.org/language/SOS;39.0;45.0;9.0;3.0;4.0;20.0;1.9743589;4.974359;0.22857143;
http://grapho/1.0;4.0;3.0;8.0;1.0;1.0;3.4;1.75;3.75;0.21428572;
http://www.emftext.org/java;233.0;104.0;17.0;26.0;3.0;76.6;8.296138;15.296138;0.80033004;
http://Blatt01;9.0;13.0;2.0;1.0;3.0;5.6;1.4444444;9.444445;0.25;
http://model/1.0;3.0;2.0;3.0;0.0;2.0;2.0;1.0;3.0;0.0;
http://eclipse.org/remus/1.0;38.0;30.0;75.0;3.0;2.0;29.6;1.6052631;10.605263;0.29054055;
http://eclipse.org/Xtext/xdoc/imageProxy;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://www.eclipse.org/emf/teneo/hibernate/auditing;2.0;1.0;17.0;0.0;1.0;4.2;1.0;2.0;0.0;
http://www.sdu.dk/mmmi/modular/roco2/Roco2;33.0;37.0;24.0;2.0;2.0;19.6;1.9090909;13.909091;0.07575758;
http://openarchitectureware.org/trace;6.0;7.0;3.0;1.0;3.0;4.0;1.3333334;5.3333335;0.2857143;
http://www.kerblue.org/requirements/1.0;15.0;16.0;21.0;4.0;1.0;11.4;2.8;15.8;0.47887325;
electrical_electrical.xmi;6.0;6.0;4.0;1.0;0.0;3.4;1.5;19.5;0.54545456;
dfa;9.0;8.0;5.0;3.0;2.0;5.4;2.1111112;4.111111;0.4347826;
http://medieval/1.0;5.0;7.0;9.0;0.0;1.0;4.4;1.0;18.0;0.0;
http://github.com/sbegaudeau/acceleo/scalametamodel/2011/01;20.0;19.0;14.0;7.0;6.0;13.2;3.7;18.7;0.64893615;
http://aigle-tp6.v0;10.0;17.0;15.0;0.0;3.0;9.0;1.0;13.0;0.0;
de.rwth_aachen.swc.vorkurs;9.0;7.0;20.0;1.0;2.0;7.8;1.2222222;1.2222222;0.34146342;
http://www.sdu.dk/mmmi/embedix/ULSWIG;25.0;14.0;23.0;2.0;4.0;13.6;1.68;3.6799998;0.17777778;
http://www.informatik.hu-berlin.de/sam/lang/bf;2.0;7.0;1.0;0.0;1.0;2.2;1.0;18.0;0.0;
urn:openscada:protocol:ngp;18.0;13.0;18.0;1.0;1.0;10.2;1.7222222;25.722221;0.7181818;
http://www.lunifera.org/metamodel/dsl/SqlDSL;14.0;9.0;17.0;2.0;2.0;8.8;1.5;3.5;0.23529412;
